date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,last_renovation
04-2015,712000.0,4,2.5,2730,4385,2.0,0,0,3,1,2730,0,14,14
10-2014,244500.0,2,1.0,910,9000,1.0,0,0,3,1,910,0,92,92
05-2015,301000.0,2,1.0,910,9000,1.0,0,0,3,1,910,0,92,92
08-2014,990000.0,4,2.5,2430,6325,2.0,0,0,4,1,2020,410,96,96
06-2014,480000.0,4,1.75,2320,4322,1.0,0,0,3,1,1140,1180,105,105
07-2014,305000.0,3,2.5,1260,1622,3.0,0,0,3,1,1260,0,6,6
01-2015,703300.0,3,2.0,1980,3525,1.5,0,0,4,1,1590,390,83,83
03-2015,265000.0,4,1.5,1580,8468,2.0,0,0,4,1,1580,0,44,44
07-2014,253000.0,3,1.0,1400,9750,1.0,0,0,3,1,1400,0,47,17
03-2015,617950.0,4,2.5,2410,7950,2.0,0,0,3,1,2410,0,18,18
12-2014,385000.0,4,3.25,1790,2460,2.0,0,0,4,1,1100,690,15,15
12-2014,319000.0,3,2.0,1640,9234,1.0,0,0,5,1,1060,580,48,48
04-2015,696000.0,3,2.5,1670,8023,1.0,0,0,5,1,1170,500,55,55
06-2014,345000.0,2,1.0,970,5750,1.0,0,0,4,1,970,0,83,83
10-2014,380000.0,3,2.5,1610,1778,3.0,0,0,3,1,1610,0,13,13
12-2014,269950.0,3,1.75,1400,7735,1.0,0,0,4,1,1400,0,26,26
05-2014,299950.0,3,1.0,1210,9525,1.0,0,0,3,1,1210,0,60,60
06-2014,430000.0,2,1.0,990,4802,1.0,0,0,3,1,990,0,68,68
01-2015,495000.0,5,2.5,2200,4942,2.0,0,0,3,1,2200,0,26,26
11-2014,275000.0,3,1.5,1510,16200,1.0,0,0,3,1,1510,0,45,45
09-2014,333000.0,3,1.0,1620,5040,1.0,0,0,3,1,1120,500,51,51
05-2014,247000.0,3,2.25,1580,7941,2.0,0,0,4,1,1580,0,29,29
07-2014,432000.0,3,2.0,2190,13673,1.0,0,0,4,1,2190,0,21,21
05-2014,175000.0,3,1.75,1230,13056,1.0,0,0,4,1,1230,0,53,53
03-2015,556300.0,4,2.5,2030,7140,1.0,0,0,4,1,1400,630,47,47
06-2014,286000.0,2,1.0,780,3475,1.0,0,0,4,1,780,0,85,85
09-2014,320000.0,2,1.5,1110,1200,3.0,0,0,3,1,1110,0,15,15
03-2015,385000.0,4,1.75,1660,10757,1.0,0,0,3,1,1000,660,35,35
05-2014,1039000.0,4,1.0,3410,5000,2.0,0,0,5,1,2190,1220,105,105
10-2014,350000.0,4,2.25,2390,13002,2.0,0,0,3,1,2390,0,28,28
07-2014,277000.0,4,2.5,1850,5880,2.0,0,0,3,1,1850,0,17,17
12-2014,295000.0,3,1.0,1000,8320,1.0,0,0,5,1,1000,0,64,64
11-2014,339888.0,4,1.75,1440,6144,1.0,0,0,5,1,720,720,68,68
08-2014,269950.0,3,2.25,1660,7003,2.0,0,0,3,1,1660,0,19,19
04-2015,198000.0,3,1.0,860,5185,1.0,0,0,4,1,860,0,47,47
12-2014,350000.0,3,1.0,1010,7680,1.0,0,0,4,1,1010,0,48,48
12-2014,319000.0,4,2.25,2390,7350,2.0,0,0,3,1,2390,0,25,25
09-2014,311000.0,4,2.25,3340,8000,2.0,0,0,4,1,3340,0,42,42
10-2014,394000.0,5,3.25,3620,4650,2.0,0,0,3,1,2790,830,11,11
11-2014,396000.0,3,1.0,1980,9540,1.0,0,0,3,1,1080,900,66,66
04-2015,809000.0,4,1.75,1790,8372,1.0,0,0,4,1,1340,450,39,39
07-2014,480000.0,3,2.0,1580,7400,1.0,0,0,3,1,1050,530,38,38
02-2015,425000.0,5,2.75,2110,5120,2.0,0,0,3,1,1870,240,68,32
08-2014,408000.0,3,2.5,1470,1204,3.0,0,0,3,1,1470,0,9,9
11-2014,292000.0,3,2.5,1950,7421,2.0,0,0,3,1,1950,0,19,19
02-2015,217000.0,2,1.0,770,9715,1.0,0,0,4,1,770,0,73,73
01-2015,398500.0,4,2.5,2250,6064,2.0,0,0,3,1,2250,0,10,10
03-2015,700000.0,4,1.75,2360,6000,1.0,0,0,3,1,1280,1080,60,60
10-2014,399950.0,3,1.0,1720,8910,1.0,0,0,4,1,1720,0,61,61
06-2014,235000.0,3,1.75,1900,8540,1.0,0,0,3,1,950,950,35,35
07-2014,212000.0,3,1.0,1040,6800,1.0,0,0,5,1,1040,0,64,64
08-2014,310000.0,3,2.0,2070,9195,1.0,0,0,3,1,1220,850,33,33
12-2014,539000.0,3,2.0,2070,9195,1.0,0,0,3,1,1220,850,33,33
12-2014,390000.0,3,3.0,1550,1608,2.0,0,0,3,1,1280,270,14,14
12-2014,560000.0,3,2.5,2020,11935,1.0,0,0,4,1,2020,0,39,39
09-2014,800000.0,5,2.5,3320,9024,2.0,0,0,3,1,3320,0,16,16
10-2014,472000.0,5,2.0,2030,9804,1.0,0,0,3,1,1110,920,52,52
09-2014,502550.0,3,1.75,1770,7875,1.0,0,0,4,1,1170,600,57,57
03-2015,830000.0,4,3.25,3330,7809,2.0,0,0,3,1,3330,0,11,11
07-2014,224950.0,4,2.5,2260,9686,1.0,0,0,4,1,1520,740,50,50
06-2014,375000.0,3,2.5,1950,6871,2.0,0,0,3,1,1950,0,18,18
05-2014,599000.0,3,2.75,1960,2500,1.5,0,0,5,1,1410,550,89,89
05-2015,515000.0,4,2.5,2980,12534,2.0,0,0,3,1,2980,0,19,19
05-2014,135000.0,2,1.0,780,6685,1.0,0,0,4,1,780,0,67,67
10-2014,485000.0,3,2.5,1650,4218,2.0,0,0,3,1,1650,0,15,15
07-2014,890000.0,3,3.25,4030,12765,2.0,0,0,4,1,2800,1230,40,40
04-2015,215000.0,3,1.0,1010,10125,1.0,0,0,4,1,1010,0,43,43
12-2014,299500.0,3,1.0,1190,9600,1.0,0,0,3,1,1190,0,34,34
02-2015,275000.0,3,2.5,1560,4244,2.0,0,0,3,1,1560,0,13,13
02-2015,256400.0,3,1.5,1490,7800,1.0,0,0,3,1,1010,480,52,52
02-2015,310000.0,2,1.0,770,8149,1.0,0,0,4,1,770,0,67,67
03-2015,203000.0,3,1.5,1200,9120,1.0,0,0,3,1,1000,200,52,52
03-2015,285000.0,4,2.0,2120,6865,1.0,0,0,3,1,1060,1060,61,61
01-2015,473975.0,3,2.5,2330,3610,2.0,0,0,3,1,2330,0,16,16
07-2014,320000.0,3,1.75,2000,9760,1.0,0,0,4,1,1400,600,37,37
06-2014,599000.0,5,2.75,2820,4608,1.0,0,0,3,1,1450,1370,48,48
07-2014,580000.0,3,2.0,2040,4800,1.0,0,0,4,1,1020,1020,90,90
12-2014,269500.0,4,2.25,1700,7056,2.0,0,0,3,1,1700,0,16,16
11-2014,274000.0,2,1.0,820,6200,1.0,0,0,4,1,820,0,61,61
03-2015,347000.0,2,1.75,1315,2162,2.0,0,0,4,1,1315,0,41,41
05-2014,270000.0,3,1.75,1390,10905,1.0,0,0,3,1,860,530,58,58
02-2015,220000.0,3,1.75,1460,7226,1.0,0,0,3,1,1460,0,22,22
05-2014,457500.0,3,1.75,1840,4030,1.0,0,0,5,1,1050,790,90,90
12-2014,340000.0,2,1.75,1880,7208,1.0,0,0,3,1,940,940,64,64
09-2014,657500.0,4,1.5,1910,5000,1.5,0,0,3,1,1610,300,103,103
01-2015,332500.0,4,2.5,2220,4720,2.0,0,0,3,1,2220,0,17,17
02-2015,428000.0,4,2.5,1950,5602,1.0,0,0,5,1,1120,830,49,49
05-2015,515055.0,4,2.5,2400,8320,2.0,0,0,3,1,2400,0,16,16
02-2015,450000.0,3,1.75,1560,8968,1.0,0,0,4,1,1560,0,43,43
02-2015,190000.0,3,1.0,1040,8910,1.0,0,0,3,1,1040,0,72,72
07-2014,1000000.0,4,2.75,3090,16538,3.0,0,0,4,1,2590,500,96,28
11-2014,299000.0,3,2.5,1850,4600,2.0,0,0,3,1,1850,0,10,10
10-2014,294000.0,4,2.25,2190,3746,2.0,0,0,3,1,2190,0,10,10
10-2014,320000.0,2,1.0,1380,5820,1.0,0,0,3,1,1380,0,97,39
04-2015,641000.0,5,2.75,3710,8674,2.0,0,0,3,1,3710,0,19,19
12-2014,255000.0,3,1.5,1110,10296,1.0,0,0,5,1,1110,0,51,51
04-2015,286651.0,3,2.5,1830,4997,2.0,0,0,3,1,1830,0,11,11
02-2015,765000.0,3,1.0,1270,6500,1.0,0,0,4,1,1270,0,59,59
08-2014,426000.0,3,1.0,1130,9147,1.0,0,0,5,1,1130,0,63,63
08-2014,775000.0,3,1.75,1640,18730,1.5,0,0,4,1,1640,0,69,69
12-2014,343000.0,2,1.5,1040,8526,1.0,0,0,5,1,1040,0,62,62
09-2014,470101.0,4,2.5,2320,7800,2.0,0,0,3,1,2320,0,29,29
05-2015,195000.0,3,1.5,1200,7800,1.0,0,0,4,1,1200,0,57,57
06-2014,450000.0,3,1.5,2330,11740,1.0,0,0,3,1,1330,1000,61,61
09-2014,525000.0,4,1.75,1650,8560,1.0,0,0,3,1,1650,0,45,45
10-2014,280000.0,3,1.5,1370,11400,2.0,0,0,3,1,1370,0,35,35
07-2014,270000.0,3,2.5,1770,8640,1.0,0,0,3,1,1420,350,29,29
05-2014,406100.0,3,2.25,1410,1332,3.0,0,0,3,1,1410,0,10,10
10-2014,332544.0,2,1.75,1710,4187,1.0,0,0,3,1,1710,0,28,28
04-2015,110000.0,2,1.0,790,8250,1.0,0,0,3,1,790,0,68,68
07-2014,461000.0,4,1.0,1260,8505,1.5,0,0,5,1,1260,0,64,64
04-2015,615000.0,3,2.25,2300,8067,1.0,0,0,4,1,1300,1000,36,36
05-2015,550000.0,2,1.0,1070,3000,1.0,0,0,4,1,870,200,89,89
06-2014,312000.0,4,2.5,1830,5175,2.0,0,0,3,1,1830,0,12,12
07-2014,507500.0,3,1.75,1990,9594,1.0,0,0,3,1,1190,800,38,38
09-2014,217000.0,3,1.0,1110,9827,1.0,0,0,3,1,1110,0,49,49
12-2014,425000.0,4,2.0,1490,5300,1.0,0,0,3,1,1110,380,38,38
02-2015,435000.0,2,1.0,990,5643,1.0,0,0,3,1,870,120,68,68
12-2014,305000.0,3,2.25,1646,12414,2.0,0,0,3,1,1646,0,19,19
03-2015,276000.0,2,1.0,720,4000,1.0,0,0,3,1,720,0,97,97
06-2014,327500.0,3,2.25,2310,7200,2.0,0,0,3,1,2310,0,25,25
06-2014,810000.0,3,2.5,2670,10481,2.0,0,0,3,1,2670,0,12,12
08-2014,272000.0,3,1.5,1380,11760,1.0,0,0,4,1,1380,0,52,52
04-2015,266000.0,2,1.0,700,5559,1.0,0,0,5,1,700,0,66,66
10-2014,400000.0,3,2.5,1450,8064,1.0,0,0,3,1,1450,0,31,31
08-2014,509500.0,5,2.25,2060,9000,1.0,0,0,4,1,1320,740,54,54
03-2015,424950.0,4,2.5,2760,5564,2.0,0,0,3,1,2760,0,14,14
09-2014,230000.0,3,1.0,940,10875,1.0,0,0,3,1,940,0,58,58
08-2014,235000.0,4,1.5,1760,6150,1.5,0,0,3,1,1760,0,64,64
09-2014,350000.0,3,1.75,2010,6150,2.0,0,0,5,1,2010,0,76,76
10-2014,250000.0,3,1.0,930,6060,1.0,0,0,4,1,930,0,42,42
01-2015,225000.0,3,2.5,1020,2040,2.0,0,0,3,1,720,300,11,11
12-2014,255000.0,2,2.0,1360,5433,1.0,0,0,3,1,1360,0,41,12
06-2014,161700.0,4,1.75,1720,7200,1.0,0,0,3,1,1220,500,41,41
02-2015,336000.0,3,3.0,1790,13350,1.0,0,0,3,1,1190,600,27,27
10-2014,410500.0,3,1.0,1150,6800,1.0,0,0,3,1,1150,0,61,61
09-2014,505000.0,3,2.5,2400,9601,1.0,0,0,5,1,1390,1010,38,38
12-2014,250000.0,3,1.0,1660,7650,1.5,0,0,3,1,1350,310,105,105
04-2015,570000.0,3,1.0,1660,7650,1.5,0,0,3,1,1350,310,105,105
03-2015,349900.0,4,2.5,2290,8796,2.0,0,0,3,1,2290,0,21,21
02-2015,655000.0,3,1.75,1800,5102,1.0,0,0,3,1,1170,630,63,63
03-2015,469000.0,4,1.75,2960,11347,1.0,0,0,4,1,1570,1390,69,69
10-2014,355000.0,3,2.25,1980,7200,1.0,0,0,3,1,1300,680,51,51
02-2015,596000.0,3,2.5,1730,2631,2.0,0,0,3,1,1730,0,14,14
09-2014,1030000.0,4,3.25,2830,4000,2.0,0,0,3,1,1910,920,103,3
04-2015,710000.0,4,1.75,2120,5400,1.0,0,0,4,1,1060,1060,74,74
08-2014,428040.0,3,2.5,2150,9266,2.0,0,0,3,1,2150,0,27,27
06-2014,546000.0,2,1.0,970,3400,1.0,0,0,3,1,970,0,91,91
08-2014,540000.0,4,1.0,1360,5766,1.5,0,0,5,1,1360,0,64,64
09-2014,435000.0,3,2.5,1470,3000,1.0,0,0,3,1,930,540,30,30
11-2014,284000.0,2,1.0,860,7204,1.0,0,0,3,1,860,0,97,97
07-2014,208000.0,2,1.0,820,5700,1.0,0,0,5,1,820,0,73,73
12-2014,315000.0,3,1.75,1900,7076,1.0,0,0,3,1,1130,770,38,38
07-2014,417500.0,2,1.0,1330,5510,1.0,0,0,3,1,850,480,105,105
09-2014,375000.0,3,2.5,1330,1064,3.0,0,0,3,1,1330,0,11,11
06-2014,389800.0,3,1.75,1880,12821,1.0,0,0,3,1,1880,0,56,56
04-2015,475000.0,3,1.75,1890,7560,1.0,0,0,3,1,1430,460,42,42
01-2015,532000.0,3,2.5,1830,8022,2.0,0,0,3,1,1830,0,28,28
08-2014,280000.0,2,1.0,720,5000,1.0,0,0,5,1,720,0,64,64
10-2014,315000.0,3,1.75,1340,12800,1.0,0,0,3,1,880,460,34,34
10-2014,612000.0,3,3.0,1740,3700,1.0,0,0,3,1,1740,0,33,33
05-2014,591000.0,3,1.75,1680,2400,1.0,0,0,5,1,870,810,93,93
07-2014,800000.0,4,2.25,3220,8436,2.0,0,0,3,1,3220,0,47,47
01-2015,225000.0,3,2.0,1610,8400,1.0,0,0,3,1,1610,0,25,25
11-2014,565000.0,4,2.5,2520,13156,1.0,0,0,3,1,1520,1000,36,36
02-2015,650000.0,3,1.5,2120,8448,1.0,0,0,3,1,1060,1060,75,75
09-2014,499000.0,3,2.5,2090,8505,2.0,0,0,3,1,2090,0,64,38
07-2014,420000.0,3,1.75,1510,6360,1.0,0,0,4,1,1510,0,61,61
12-2014,319990.0,4,2.5,2120,5293,2.0,0,0,3,1,2120,0,12,12
08-2014,265000.0,3,2.0,1850,16535,1.0,0,0,3,1,1850,0,23,23
02-2015,482000.0,3,1.75,2300,16474,1.0,0,0,3,1,1220,1080,31,31
08-2014,375000.0,2,1.0,1810,8527,1.5,0,0,4,1,1810,0,72,72
07-2014,588000.0,5,3.0,2190,4900,2.0,0,0,5,1,1490,700,75,75
04-2015,635000.0,4,2.5,2500,10215,2.0,0,0,3,1,2500,0,17,17
07-2014,280500.0,4,2.5,1890,6962,2.0,0,0,3,1,1890,0,18,18
09-2014,210500.0,2,1.75,2040,8600,1.0,0,0,4,1,1430,610,30,30
09-2014,196500.0,3,2.0,1310,7000,1.0,0,0,4,1,1310,0,36,36
02-2015,475000.0,3,1.75,1780,8033,1.0,0,0,2,1,1210,570,38,38
05-2015,550000.0,3,2.5,1980,9061,2.0,0,0,4,1,1980,0,28,28
04-2015,240000.0,3,1.75,1540,6687,1.0,0,0,3,1,1200,340,24,24
04-2015,272000.0,3,1.0,1130,8100,1.5,0,0,3,1,1130,0,81,81
08-2014,640000.0,3,2.5,2580,7500,2.0,0,0,3,1,2580,0,24,24
05-2014,316000.0,4,2.5,2010,7226,2.0,0,0,3,1,2010,0,20,20
08-2014,299000.0,4,2.0,2320,12000,1.0,0,0,3,1,1720,600,72,1
03-2015,447500.0,2,2.25,1180,2090,2.0,0,0,3,1,1180,0,11,11
08-2014,215000.0,4,1.75,1630,8000,1.0,0,0,3,1,1630,0,56,56
12-2014,275000.0,3,2.25,1620,6415,2.0,0,0,4,1,1620,0,26,26
10-2014,415000.0,4,2.5,2150,8173,2.0,0,0,3,1,2150,0,28,28
11-2014,690000.0,3,2.0,1770,1800,3.0,0,0,3,1,1770,0,16,16
09-2014,320000.0,4,2.75,2110,13260,1.0,0,0,4,1,1290,820,36,36
09-2014,750000.0,3,1.75,1590,8285,1.0,0,0,4,1,1590,0,59,59
06-2014,355000.0,3,2.25,1370,1524,3.0,0,0,3,1,1370,0,10,10
05-2014,246000.0,3,1.75,1390,7399,1.0,0,0,4,1,1390,0,40,40
06-2014,744000.0,3,2.5,2670,12187,2.0,0,0,3,1,2670,0,29,29
12-2014,217000.0,3,2.0,1690,6750,1.0,0,0,3,1,1210,480,38,38
11-2014,515000.0,2,1.5,1400,5000,1.0,0,0,4,1,1150,250,111,111
03-2015,594000.0,4,1.75,2140,8000,1.0,0,0,4,1,1410,730,50,50
10-2014,303100.0,3,1.5,1640,5650,1.0,0,0,3,1,1640,0,63,63
10-2014,430000.0,3,1.75,1720,15225,1.0,0,0,4,1,1020,700,45,45
12-2014,708000.0,5,3.25,3060,11778,2.0,0,0,3,1,3060,0,11,11
08-2014,221000.0,3,1.0,1150,7260,1.0,0,0,3,1,1150,0,56,56
03-2015,325000.0,3,2.5,2000,7205,2.0,0,0,3,1,2000,0,17,17
02-2015,385000.0,3,1.75,1560,5950,1.0,0,0,4,1,780,780,71,71
03-2015,359500.0,3,2.5,2070,4689,2.0,0,0,3,1,2070,0,2,2
08-2014,433000.0,3,2.0,1920,7200,1.0,0,0,3,1,1300,620,31,31
03-2015,525000.0,2,1.0,1000,4950,1.0,0,0,3,1,800,200,67,67
09-2014,560000.0,4,1.5,1790,3420,1.0,0,0,4,1,1020,770,92,92
10-2014,513000.0,4,2.0,2090,4000,1.0,0,0,3,1,1480,610,64,64
07-2014,365000.0,2,1.0,680,2550,1.0,0,0,4,1,680,0,114,114
07-2014,368000.0,4,1.75,2100,11942,1.0,0,0,3,1,1030,1070,51,51
06-2014,870000.0,4,2.75,2840,4000,1.5,0,0,5,1,1960,880,103,103
07-2014,225000.0,3,2.25,1470,6808,1.0,0,0,3,1,1160,310,31,31
06-2014,177000.0,3,1.75,1150,8079,1.0,0,0,4,1,1150,0,32,32
01-2015,465000.0,3,1.5,1460,9879,1.0,0,0,3,1,1460,0,59,59
09-2014,149000.0,3,1.0,1090,2800,1.0,0,0,3,1,1090,0,46,46
10-2014,725000.0,3,2.0,2110,5800,1.5,0,0,4,1,1990,120,88,88
09-2014,413900.0,4,2.25,1770,5236,2.0,0,0,3,1,1770,0,8,8
07-2014,199950.0,3,1.5,1510,6600,1.0,0,0,3,1,1510,0,77,77
08-2014,870000.0,3,1.5,2420,5000,2.0,0,0,4,1,2200,220,90,90
06-2014,292000.0,5,2.5,2490,7666,1.0,0,0,4,1,1490,1000,26,26
05-2014,225000.0,3,1.0,990,8012,1.0,0,0,4,1,990,0,49,49
03-2015,466750.0,4,2.0,1730,9139,2.0,0,0,3,1,1730,0,58,58
03-2015,330000.0,2,1.5,1440,11954,1.0,0,0,4,1,1440,0,37,37
07-2014,378800.0,5,2.5,2740,5400,2.0,0,0,3,1,2740,0,10,10
04-2015,460000.0,3,2.0,1200,7320,1.0,0,0,3,1,1200,0,60,60
12-2014,567000.0,3,2.5,2070,10908,2.0,0,0,3,1,2070,0,29,29
12-2014,424500.0,4,1.5,1830,6985,1.0,0,0,3,1,1080,750,48,48
05-2015,261000.0,2,1.0,970,12500,1.0,0,0,3,1,970,0,74,74
08-2014,365000.0,3,2.5,2200,9696,2.0,0,0,3,1,2200,0,28,28
04-2015,631000.0,4,2.0,1930,3240,1.5,0,0,4,1,1930,0,104,104
10-2014,584000.0,3,2.5,1790,3962,2.0,0,0,3,1,1790,0,23,23
06-2014,667000.0,3,1.5,1720,8100,2.0,0,0,3,1,1720,0,108,108
12-2014,190000.0,3,1.0,1640,8100,1.0,0,0,3,1,1040,600,76,76
06-2014,430000.0,3,2.0,1730,9000,1.0,0,0,3,1,1370,360,37,37
04-2015,213000.0,2,1.0,740,7380,1.0,0,0,4,1,740,0,64,64
10-2014,475000.0,3,2.5,2280,3710,1.0,0,0,3,1,1550,730,25,25
06-2014,715000.0,3,2.5,2550,13458,2.0,0,0,3,1,2550,0,25,25
11-2014,390000.0,3,2.5,2770,8820,1.0,0,0,3,1,1900,870,35,11
09-2014,390000.0,4,3.0,2860,5724,1.0,0,0,3,1,1730,1130,32,32
07-2014,328000.0,4,1.75,1990,7194,1.0,0,0,4,1,1400,590,37,37
12-2014,239999.0,3,2.75,1740,8436,1.0,0,0,3,1,1140,600,48,48
10-2014,225000.0,3,2.0,1460,7740,1.0,0,0,3,1,1460,0,47,47
05-2015,465000.0,3,1.0,1210,4872,1.0,0,0,4,1,1210,0,66,66
07-2014,241000.0,3,2.0,1770,7000,1.0,0,0,3,1,1770,0,29,29
06-2014,307550.0,4,2.5,1980,5909,2.0,0,0,3,1,1980,0,12,12
05-2014,647000.0,4,2.5,3040,6887,2.0,0,0,3,1,3040,0,16,16
11-2014,517500.0,3,2.5,1810,4332,2.0,0,0,3,1,1810,0,23,23
06-2014,295000.0,3,2.0,1380,8682,1.0,0,0,4,1,1380,0,49,49
12-2014,560000.0,4,1.5,1810,3400,2.0,0,0,3,1,1810,0,89,89
11-2014,319450.0,5,2.0,2250,5472,1.5,0,0,5,1,1750,500,85,85
08-2014,249950.0,3,1.0,1370,11658,1.0,0,0,4,1,1370,0,57,57
06-2014,499950.0,3,1.0,1830,3000,1.5,0,0,3,1,1430,400,89,89
07-2014,1038000.0,4,1.75,1440,13296,1.0,0,0,4,1,1440,0,48,48
04-2015,678000.0,3,1.75,1670,7210,1.0,0,0,5,1,1670,0,48,48
07-2014,360000.0,2,1.0,780,4200,1.0,0,0,3,1,780,0,95,95
09-2014,354900.0,3,1.0,1720,16552,1.0,0,0,4,1,1720,0,44,44
08-2014,632000.0,5,2.5,2260,10087,1.0,0,0,3,1,1520,740,48,48
12-2014,350000.0,3,1.75,1480,9375,1.0,0,0,4,1,1480,0,58,58
07-2014,481000.0,4,2.5,2286,8269,2.0,0,0,3,1,2286,0,13,13
06-2014,485000.0,3,2.5,1500,5412,1.0,0,0,5,1,900,600,95,95
04-2015,477000.0,3,2.5,1740,4960,2.0,0,0,3,1,1740,0,23,23
04-2015,410000.0,2,2.25,1660,2128,2.0,0,0,4,1,1660,0,41,41
04-2015,318200.0,3,2.5,1990,3644,2.0,0,0,3,1,1990,0,5,5
06-2014,289000.0,3,2.0,1680,8424,1.0,0,0,3,1,1680,0,22,22
05-2014,263000.0,3,1.75,1570,7775,2.0,0,0,3,1,1570,0,33,33
06-2014,240000.0,3,1.0,1150,4825,1.0,0,0,4,1,1150,0,58,58
04-2015,281500.0,3,1.0,1270,7500,1.0,0,0,3,1,1270,0,62,62
06-2014,587206.0,3,3.5,1890,1710,2.0,0,0,3,1,1640,250,16,16
07-2014,482000.0,2,2.25,1350,1248,2.0,0,0,3,1,1180,170,15,15
03-2015,485000.0,3,1.75,1650,9500,1.0,0,0,3,1,1650,0,48,48
06-2014,221000.0,3,2.25,1640,7350,1.0,0,0,3,1,1140,500,31,31
05-2014,700000.0,3,2.5,2030,8398,2.0,0,0,4,1,2030,0,40,40
09-2014,411500.0,5,3.0,2420,7740,1.0,0,0,5,1,1360,1060,86,46
10-2014,285000.0,4,3.5,2770,10505,2.0,0,0,3,1,2770,0,75,0
06-2014,395000.0,4,3.0,1980,7931,1.0,0,0,4,1,1160,820,32,32
07-2014,237950.0,2,1.75,1460,7926,1.0,0,0,4,1,1460,0,28,28
12-2014,199950.0,2,1.0,1010,10057,1.0,0,0,3,1,1010,0,54,54
05-2014,515000.0,2,1.0,1060,4960,1.0,0,0,3,1,1060,0,89,89
06-2014,470000.0,3,1.5,1510,8000,1.0,0,0,4,1,1510,0,59,59
08-2014,330000.0,2,1.0,880,4000,1.0,0,0,3,1,780,100,78,78
02-2015,284000.0,3,2.5,2150,9375,1.0,0,0,3,1,1550,600,47,47
09-2014,295000.0,3,2.5,1660,8125,1.0,0,0,3,1,1150,510,16,16
03-2015,555000.0,4,2.5,2160,10987,1.0,0,0,4,1,1440,720,34,12
08-2014,350000.0,3,1.0,1370,8162,1.5,0,0,3,1,1370,0,66,66
12-2014,240000.0,3,2.25,1460,5818,1.0,0,0,3,1,1140,320,29,29
02-2015,419900.0,3,1.5,1450,7000,1.0,0,0,3,1,1450,0,60,60
04-2015,528000.0,3,2.0,1560,6300,1.0,0,0,3,1,1560,0,91,91
03-2015,481000.0,4,2.5,2480,9869,1.0,0,0,4,1,1240,1240,52,52
06-2014,304700.0,2,1.0,740,5995,1.0,0,0,4,1,740,0,66,66
08-2014,738950.0,4,2.75,2260,12005,1.0,0,0,4,1,2260,0,59,26
10-2014,215000.0,3,1.5,1240,9405,1.0,0,0,4,1,1240,0,49,49
06-2014,346000.0,3,1.75,1270,8100,1.0,0,0,3,1,880,390,65,65
01-2015,500000.0,3,1.75,1700,6120,1.0,0,0,3,1,1700,0,63,63
05-2014,519900.0,4,2.0,1820,9350,1.0,0,0,4,1,1820,0,48,48
08-2014,378500.0,2,1.0,880,6171,1.0,0,0,4,1,880,0,66,66
05-2014,314500.0,3,1.75,1870,12381,1.0,0,0,4,1,1870,0,58,58
04-2015,499950.0,3,1.5,1350,9315,1.0,0,0,3,1,1350,0,47,47
06-2014,360000.0,4,1.5,1720,6417,1.0,0,0,3,1,1720,0,62,62
07-2014,713400.0,3,2.25,1810,9845,1.0,0,0,4,1,1810,0,56,24
10-2014,445000.0,2,1.0,930,3150,1.0,0,0,5,1,930,0,97,97
04-2015,222000.0,3,1.0,1460,8400,1.0,0,0,4,1,1460,0,53,53
02-2015,510000.0,5,3.25,3400,4499,2.0,0,0,3,1,2740,660,10,10
06-2014,500000.0,5,3.0,2920,11440,2.0,0,0,3,1,2920,0,12,12
05-2014,605000.0,2,1.0,910,3600,1.0,0,0,4,1,910,0,106,106
08-2014,393000.0,3,2.0,1320,10720,2.0,0,0,3,1,1320,0,34,34
06-2014,725000.0,4,2.5,2490,5170,2.0,0,0,4,1,2490,0,15,15
07-2014,320000.0,3,1.75,2220,11646,1.0,0,0,3,1,1270,950,65,65
06-2014,210000.0,4,1.5,1130,7840,1.0,0,0,4,1,1130,0,45,45
07-2014,419900.0,4,2.5,2750,5767,2.0,0,0,3,1,2750,0,10,10
03-2015,410000.0,4,2.5,2240,4447,2.0,0,0,3,1,2240,0,9,9
07-2014,605000.0,2,2.0,1270,5500,1.5,0,0,4,1,1270,0,94,94
12-2014,738000.0,3,1.75,1520,5500,1.5,0,0,5,1,1520,0,79,79
03-2015,303000.0,3,2.25,1340,873,3.0,0,0,3,1,1340,0,6,6
07-2014,394950.0,3,2.5,1090,7700,1.0,0,0,4,1,1090,0,58,58
09-2014,530000.0,4,3.0,2240,5580,2.0,0,0,5,1,1830,410,66,66
06-2014,250000.0,4,2.5,1800,8100,2.0,0,0,3,1,1800,0,17,17
12-2014,180000.0,3,1.0,780,3540,1.0,0,0,2,1,780,0,95,95
08-2014,443500.0,2,1.0,1330,4140,1.0,0,0,4,1,930,400,96,75
02-2015,430000.0,4,1.75,1570,7650,1.0,0,0,3,1,1100,470,40,40
03-2015,660000.0,3,3.5,2740,3785,2.0,0,0,3,1,2190,550,14,14
07-2014,515000.0,3,1.75,1570,10939,1.0,0,0,3,1,1200,370,41,41
04-2015,482500.0,3,2.0,1330,6490,1.0,0,0,4,1,1330,0,61,61
06-2014,305000.0,2,1.5,1140,2980,2.0,0,0,3,1,1140,0,27,27
06-2014,835000.0,4,2.75,1550,4000,1.5,0,0,3,1,1550,0,85,85
12-2014,237000.0,3,2.0,1290,7952,1.0,0,0,3,1,1290,0,17,17
